% Change in the Price of gasoline,% Change in the Price of electricity,% Change in the Price of natural gas,% Change in the Quantity of gasoline,% Change in the Quantity of electricity,% Change in the Quantity of natural gas,% Change in the Quantity of Non-Biomass Electricity,Rebound effect on electricity,CO2 Reduction (megatonnes)
27.338,-720.14,-15.594,7.9281,236.27,-0.77971,-13.037,0.95452,3094.4
-156.91,-974.65,-864.62,-45.505,218.45,-43.231,-17.644,0.93845,4188
23.443,-646.74,-68.551,6.7985,241.4,-3.4276,-11.708,0.95916,2779
-25.451,-802.61,-212.71,-7.3807,230.49,-10.635,-14.53,0.94932,3448.7
23.21,-1300.6,-330.94,6.731,195.64,-16.547,-23.544,0.91787,5588.4
-123.99,-784.6,-320.8,-35.956,231.75,-16.04,-14.204,0.95045,3371.3
110.1,-690.68,-183.75,31.93,238.33,-9.1873,-12.503,0.95638,2967.8
-47.824,-974.41,-678.6,-13.869,218.47,-33.93,-17.64,0.93847,4186.9
-16.232,-825.77,-208.01,-4.7074,228.87,-10.4,-14.949,0.94785,3548.2
-58.755,-909.07,-493.96,-17.039,223.04,-24.698,-16.457,0.94259,3906.2
-20.193,-960.85,-221.95,-5.8559,219.42,-11.097,-17.394,0.93932,4128.7
-84.906,-892.21,-354.98,-24.623,224.22,-17.749,-16.152,0.94366,3833.7
29.653,-808.29,-352.12,8.5993,230.1,-17.606,-14.633,0.94896,3473.2
-22.717,-762.21,-256.05,-6.588,233.32,-12.803,-13.798,0.95187,3275.1
42.037,-783.89,13.395,12.191,231.8,0.66973,-14.191,0.9505,3368.3
16.785,-728.62,-266.62,4.8678,235.67,-13.331,-13.19,0.95399,3130.8
-71.691,-1315.7,-313.4,-20.79,194.58,-15.67,-23.818,0.91692,5653.5
24.047,-769.78,16.636,6.9737,232.79,0.83178,-13.935,0.95139,3307.7
4.3496,-720.92,-219.34,1.2614,236.21,-10.967,-13.051,0.95448,3097.7
-1.036,-1203.3,-303.18,-0.30044,202.45,-15.159,-21.783,0.92402,5170.3
-42.672,-605.38,-108.92,-12.375,244.3,-5.4462,-10.959,0.96177,2601.3
-72.496,-1124,-629.19,-21.024,207.99,-31.46,-20.348,0.92902,4829.9
-49.777,-826.21,-480.18,-14.435,228.84,-24.009,-14.957,0.94783,3550.1
27.293,-776.45,-427.82,7.9151,232.32,-21.391,-14.056,0.95097,3336.3
125.93,-733.13,-331.91,36.518,235.36,-16.596,-13.272,0.9537,3150.2
-81.02,-959.93,-267.5,-23.496,219.48,-13.375,-17.378,0.93938,4124.7
-23.579,-719.71,-100.29,-6.8378,236.3,-5.0144,-13.029,0.95455,3092.5
-30.977,-1017.3,-109.3,-8.9834,215.46,-5.4652,-18.417,0.93576,4371.4
177.86,-1389,-1162.8,51.58,189.45,-58.14,-25.144,0.91229,5968.2
-102.2,-708.95,-343.31,-29.639,237.05,-17.165,-12.834,0.95523,3046.3
-143.55,-1330.5,-1125.2,-41.631,193.54,-56.262,-24.087,0.91598,5717.2
-40.245,-840.26,-316.23,-11.671,227.86,-15.811,-15.211,0.94694,3610.5
-36.249,-736.21,-760.48,-10.512,235.14,-38.024,-13.328,0.95351,3163.4
4.6619,-870.73,-37.796,1.3519,225.73,-1.8898,-15.763,0.94502,3741.4
10.504,-1106.5,-274.56,3.0463,209.22,-13.728,-20.031,0.93013,4754.5
18.154,-594.26,-76.638,5.2648,245.08,-3.8319,-10.758,0.96247,2553.5
-19.471,-1320.2,-219.82,-5.6465,194.26,-10.991,-23.9,0.91663,5672.9
29.048,-748.86,100.4,8.4239,234.26,5.0198,-13.557,0.95271,3217.8
-35.863,-627.12,115.3,-10.4,242.78,5.7651,-11.353,0.9604,2694.7
38.809,-860.16,-1.8848,11.255,226.47,-0.094239,-15.571,0.94568,3696
-42.929,-814.6,100.15,-12.449,229.65,5.0076,-14.747,0.94856,3500.2
-25.144,-1285.8,-337.86,-7.2917,196.67,-16.893,-23.276,0.91881,5524.8
5.1249,-1014,-248.17,1.4862,215.7,-12.408,-18.357,0.93597,4357.1
35.476,-895.11,3.5714,10.288,224.02,0.17857,-16.204,0.94348,3846.2
69.151,-725.04,53.121,20.054,235.92,2.656,-13.125,0.95422,3115.4
-230.72,-841.26,-1004.1,-66.909,227.79,-50.203,-15.229,0.94688,3614.8
3.193,-662.47,-146.5,0.92596,240.3,-7.3248,-11.993,0.95817,2846.6
47.454,-903.07,-40.055,13.762,223.46,-2.0028,-16.348,0.94297,3880.4
-130.19,-1341.1,-574.99,-37.754,192.8,-28.749,-24.278,0.91531,5762.5
-52.935,-861.38,-181.45,-15.351,226.38,-9.0723,-15.594,0.94561,3701.3
78.69,-1191.4,-88.231,22.82,203.28,-4.4115,-21.567,0.92477,5119.2
12.502,-821.97,76.457,3.6257,229.14,3.8229,-14.88,0.94809,3531.9
-29.437,-987.12,-182.62,-8.5369,217.58,-9.1309,-17.87,0.93767,4241.6
35.938,-882.92,-272.03,10.422,224.87,-13.602,-15.983,0.94425,3793.8
-28.431,-738.19,-417.22,-8.2449,235,-20.861,-13.364,0.95338,3171.9
-102.23,-959.49,-381.22,-29.647,219.51,-19.061,-17.37,0.93941,4122.8
-32.222,-870.31,-684.78,-9.3445,225.75,-34.239,-15.755,0.94504,3739.6
23.349,-823.27,-421.32,6.7712,229.05,-21.066,-14.904,0.94801,3537.5
13.982,-659.48,212.61,4.0549,240.51,10.63,-11.939,0.95836,2833.7
-94.188,-953.89,-87.445,-27.314,219.9,-4.3722,-17.268,0.93976,4098.8
-18.389,-959.41,-633,-5.3327,219.52,-31.65,-17.368,0.93942,4122.5
-116.29,-924.14,-152.26,-33.723,221.99,-7.6129,-16.73,0.94164,3971
-62.202,-1909.1,-780.24,-18.039,153.04,-39.012,-34.561,0.87944,8203.2
-141.66,-1379.5,-16.243,-41.082,190.11,-0.81214,-24.972,0.91289,5927.4
-518.43,-2363.5,-2654.7,-150.34,121.23,-132.74,-42.786,0.85075,10156
4.3488,-873.51,-425.85,1.2612,225.53,-21.292,-15.813,0.94484,3753.4
132.31,-2353,-488.5,38.369,121.97,-24.425,-42.596,0.85141,10111
-41.111,-822.43,22.803,-11.922,229.11,1.1402,-14.888,0.94807,3533.9
25.554,-641.39,-99.079,7.4107,241.78,-4.9539,-11.611,0.9595,2756
12.681,-990.79,-12.207,3.6775,217.32,-0.61033,-17.936,0.93743,4257.3
51.574,-1676.5,-909.84,14.957,169.32,-45.492,-30.349,0.89413,7203.7
-0.27417,-879.56,-153.06,-0.07951,225.11,-7.653,-15.923,0.94446,3779.4
98.324,-852.73,54.502,28.514,226.99,2.7251,-15.437,0.94615,3664.1
-86.279,-651.52,-228.3,-25.021,241.07,-11.415,-11.794,0.95886,2799.5
-144.85,-911.34,-269.58,-42.006,222.88,-13.479,-16.498,0.94245,3915.9
-305.5,-941.97,-618.27,-88.594,220.74,-30.913,-17.053,0.94052,4047.6
48.99,-710.75,62.262,14.207,236.92,3.1131,-12.867,0.95512,3054
90.822,-993.01,367.77,26.338,217.17,18.388,-17.976,0.93729,4266.9
9.3117,-657.11,-51.646,2.7004,240.68,-2.5823,-11.896,0.9585,2823.5
-56.823,-779.27,-370.88,-16.479,232.13,-18.544,-14.107,0.95079,3348.4
-110.09,-902.95,-328.47,-31.927,223.47,-16.423,-16.346,0.94298,3879.9
-7.854,-698.23,-177.61,-2.2777,237.8,-8.8803,-12.64,0.95591,3000.2
-72.551,-632.52,-172.76,-21.04,242.4,-8.6382,-11.451,0.96006,2717.9
-24.863,-1136.4,140.44,-7.2102,207.13,7.0219,-20.572,0.92824,4883
